label	addr	ported_namematch	subsystem
PLAYEROUTOFLB2_STRAT	$0ba7c1	True	ported
PLAYERPENING_STRAT	$0b8130	True	ported
PLAYEROUTOFLB3_STRAT	$0ba9eb	True	ported
PLAYERBOSSFDIE_STRAT	$28899c	True	ported
PLAYERWARPOUT_ISTRAT	$0b8971	True	ported
PLAYERDEAD_ISTRAT	$0be210	True	ported
PLAYERCLEARSHIP_ISTRAT	$0b97ff	True	ported
PLAYERCLEARDEMO2_INIT	$0b961d	True	ported
MOVEWALLSOUND_L	$24915e	True	ported
MOVESHIPALONGPATH	$03b9a2	True	render_dma
MOVE_STRAT	$218aa2	True	ported
MOVEOBJTOEND_L	$09c0f3	True	other
AMOEBAHOME_STRAT	$0a9ff3	True	ported
AMOEBACOL_ISTRAT	$0a9fb3	True	ported
AMOEBA_CONT	$0a9fa2	True	ported
AMOEBA_ISTRAT	$0a9f5f	True	ported
AMOEBASTICK_ISTRAT	$0aa01b	True	ported
AMOEBA_STRAT	$0a9fa2	True	ported
AMOEBAGO_INIT	$0aa173	True	ported
AMOEBASTICK_STRAT	$0aa063	True	ported
AMOEBAHOME_INIT	$0a9fe6	True	ported
BIKE2_ISTRAT	$09c123	True	ported
WAITDMA224	$03b28c	True	render_dma
WAITDMA_L	$03b29f	True	render_dma
MAPWAITFADEDO	$03e596	True	map_menu
MAPREMOVE	$03ef2e	True	ported
CHICKHMISSILE1_ISTRAT	$21975c	True	ported
CHILDREMOVE_ISTRAT	$218ce3	True	ported
CHICKHMISSILE1_STRAT	$219780	True	ported
CHILD_ROTPOS_L	$09e03b	True	ported
CHICKEN_ISTRAT	$09b319	True	ported
LARGEPLASMA_ISTRAT	$09b255	True	ported
CHICK_ISTRAT	$09be08	True	ported
RINGLASERSOUND_L	$2491ae	True	ported
RINGLASER_ISTRAT	$09d59b	True	ported
PROJECTLOG_L	$03af04	True	other
PROJLOG_L	$03af57	True	other
PROBEXPLODE	$04e8e7	True	ported
PROPTURRET_ISTRAT	$09df49	True	ported
LASERSOUND_L	$24917a	True	ported
LASER_STRAT	$219150	True	ported
LASER_ISTRAT	$2190fe	True	ported
LASTB2_ISTRAT	$078503	True	ported
LASTB3_ISTRAT	$07852c	True	ported
LASTB4_ISTRAT	$0785b9	True	ported
SALLFREE_L	$0afb64	True	other
SALLOC_L	$0afb0b	True	other
WEBMONSTER_ISTRAT	$09d77b	True	ported
WEB_ISTRAT	$09dd7f	True	ported
SHOWVIEW_L	$02f049	True	ported
SHOU0A_ISTRAT	$0ad5e9	True	ported
SHOU0_ISTRAT	$0ad5ef	True	ported
SHOU0_STRAT	$0ad620	True	ported
ARM_ISTRAT	$09a3f7	True	ported
SLSPARK_ISTRAT	$0babd6	True	ported
SLSPARK_STRAT	$0babeb	True	ported
MZ_ROTZ	$00800b	True	math_helper
MZ_STRAT	$00800a	True	structural
DELAYEXPLODE_STRAT	$06b131	True	ported
DELAYREMOVE_ISTRAT	$218d22	True	ported
DELAYREMOVEREL_ISTRAT	$218d19	True	ported
DELAYREMOVE_STRAT	$218d47	True	ported
DELAYEXPLODE_ISTRAT	$06b102	True	ported
BHOLEEXIT1_ISTRAT	$0a920d	True	ported
BHOLEEXIT2_ISTRAT	$0a9212	True	ported
BHOLEEXIT3_ISTRAT	$0a9217	True	ported
BHOLECOLL_ISTRAT	$0a9219	True	ported
BHOLECOLL_STRAT	$0a9235	True	ported
EGG_ISTRAT	$09bcd5	True	ported
MASSIVEBASE_ISTRAT	$04f890	True	ported
SMARKEXPLODE_ISTRAT	$06b33f	True	ported
RANDOM_L	$02f7bb	True	ported
DUCT_ISTRAT	$09f763	True	ported
LAUNCHATPLAYER_ISTRAT	$09dd34	True	ported
PPINITA_A.PINITA_INIT	$04a743	True	ported
PPATRET_IFAL.PATFAL_INIT	$04d498	True	structural
MYZOOM_L	$00bfdf	True	structural
MYZOOM_L	$108000	True	structural
ALVELVECS_L	$1fc0b7	True	ported
ALVEL3VECS_L	$1fc260	True	ported
SNAKE_ISTRAT	$04f9e4	True	ported
ROADLINE_ISTRAT	$09c54b	True	ported
MPULL_L	$0afbf4	True	other
MPUSH_L	$0afb8a	True	other
WALL_L	$009d92	True	structural
WALKER_L	$009c54	True	ported
WALK_4_L	$00b837	True	ported
LWALKER1_ISTRAT	$08d19c	True	ported
WALKER1_ISTRAT	$08d1a8	True	ported
WALKER1_STRAT	$08d1e5	True	ported
WALKRIGHT_ISTRAT	$089d5d	True	ported
WALKRIGHT_STRAT	$089d6e	True	ported
WALLL_ISTRAT	$09916d	True	ported
WALKING2_STRAT	$098c37	True	ported
WALL1_STRAT	$0991a7	True	ported
WALKING_ISTRAT	$098bc2	True	ported
WALL2_STRAT	$09912f	True	ported
WALLLEFT_STRAT	$099247	True	ported
WALLNOTHIT	$099206	True	ported
WALLR_ISTRAT	$099176	True	ported
WALKING_HIT	$098c72	True	ported
WALKING_STRAT	$098c15	True	ported
WALLLEFTRIGHT_ISTRAT	$099104	True	ported
WALLRND_ISTRAT	$099161	True	ported
WALLRIGHT_STRAT	$099273	True	ported
WALKER2_ISTRAT	$0ad6ff	True	ported
WALKER2_STRAT	$0ad722	True	ported
WALL_L	$0c8000	True	structural
WALKER_L	$0c8000	True	ported
WALK_4_L	$0f8000	True	ported
ENDSEQ_L	$1fe1e5	True	ported
ENDTRANS_L	$1fe351	True	other
ENDSPARKY_STRAT	$218df1	True	ported
TANK2ZACO_STRAT	$0ac9b9	True	ported
TANK1FIRE	$0a8c66	True	ported
TANK1A_STRAT	$0a89ca	True	ported
TANK1_STRAT.FORWARD	$0a8b2e	True	ported
TANK1A_ISTRAT	$0a896e	True	ported
TANK1A2_ISTRAT	$0a89ab	True	ported
TANK0_ISTRAT	$0a8a80	True	ported
TANK1_ISTRAT	$0a8ad0	True	ported
TANK2_ISTRAT	$0ac68f	True	ported
TANK3_ISTRAT	$0a8cf8	True	ported
TANK2ZACO_ISTRAT	$0ac98f	True	ported
TANK1_STRAT	$0a8aef	True	ported
TANK2_STRAT	$0ac806	True	ported
ESCAPEEEXPLODE2_ISTRAT	$06b47a	True	ported
ESCAPEE_ISTRAT	$06b4cb	True	ported
ESCAPEEEXPLODE_ISTRAT	$06b488	True	ported
LFDIE	$009b04	True	structural
LFDIE_A1	$038772	True	structural
LFDIE_C	$038554	True	structural
PARA_STRAT	$04f6aa	True	ported
PARA2_ISTRAT	$04f705	True	ported
PARAJUMP_STRAT	$04f851	True	ported
PARA2_STRAT	$04f733	True	ported
PARA_ISTRAT	$04f687	True	ported
PARTICLEEXPLODE_STRAT	$06bb15	True	ported
PARTICLEFIRE_STRAT	$06bc9e	True	ported
PARTICLEFIRE_ISTRAT	$06bc68	True	ported
PARTICLEPOLLEN_STRAT	$06bd27	True	ported
PARTICLEFIREDOWN_ISTRAT	$06bc9f	True	ported
PARTICLEPOLLEN_ISTRAT	$06bcf1	True	ported
PARTICLEEXPLODE_ISTRAT	$06badf	True	ported
PARTICLEFIRE_ICONT	$06bc80	True	ported
LFDIE	$11edb4	True	structural
LFDIE_F	$11f02d	True	structural
LFDIE_P	$11f037	True	structural
PARTFADETAB	$14bcbc	True	structural
KICHI2_ISTRAT	$04f9e0	True	ported
WMATROTP16_L	$03ae62	True	ported
SPACEMISTWHITE_A1	$0388d7	True	ported
SPARKY_ISTRAT	$218d8e	True	ported
SPARKY_STRAT	$218de5	True	ported
SPACETEST_ISTRAT	$089e02	True	ported
SPACEPILONP_STRAT	$09fce4	True	ported
SPACEPILON_ISTRAT	$09f95f	True	ported
SPACEPILONEXP_ISTRAT	$09fc9e	True	ported
SPACEPILONCOL_ISTRAT	$09fc36	True	ported
SPACEPILONP_ISTRAT	$09fcc0	True	ported
SPACEPILON_STRAT	$09fb34	True	ported
SPACEBAR3_ISTRAT	$0ad181	True	ported
SPACEBARSHOOT_ISTRAT	$0ad55f	True	ported
SPACEBAR_STRAT	$0acf4e	True	ported
SPACEBARWALKER_STRAT	$0ad4e7	True	ported
SPACEBAR1_STRAT	$0acff8	True	ported
SPACEBAR2_STRAT	$0ad03e	True	ported
SPACEBAR3_STRAT	$0ad1de	True	ported
SPACEBAR_ISTRAT	$0acf2f	True	ported
SPACEBARSHOOT_STRAT	$0ad598	True	ported
SPACEBARWALKER_ISTRAT	$0ad4c8	True	ported
SPACEBAR1_ISTRAT	$0acfcb	True	ported
SPACEBAR2_ISTRAT	$0ad025	True	ported
MCHITFLASH_STRAT	$218a61	True	ported
PATHT_ISTRAT	$04800a	True	ported
PATHDHA_ISTRAT	$048000	True	ported
PATH_ISTRAT	$04801e	True	ported
PATHHIT_ISTRAT	$04a2eb	True	ported
PATROL_ISTRAT	$08bde1	True	ported
PATROL_STRAT	$08be09	True	ported
PLWING_ISTRAT	$0bafe1	True	ported
PLWBRK_ISTRAT	$0bb24f	True	ported
PLWING_STRAT	$0bb025	True	ported
CLISLA_L	$00cc57	True	ported
CLIP_PLOT_L	$1fdeed	True	other
BRIEFING_L	$248390	True	ported
CLISLA_L	$118000	True	ported
XANGLEXABS_L	$1fd074	True	ported
XANGLEXY_L	$1fd056	True	ported
YANGLEXABS_L	$1fd09c	True	ported
ENEMYDOWNSEA_L	$249212	True	ported
ENEMYUPSEA_L	$2491f6	True	ported
YANGLEXY_L	$1fd039	True	ported
ENEMYBATTRYSOUND_L	$249196	True	ported
XYDIFFS_ABS_L	$1fcfda	True	other
XYDIFFS_L	$1fd12d	True	other
TRANSFER_L	$02d542	True	ported
TRANSSWAP_L	$02d691	True	other
TRAIL_ISTRAT	$04a313	True	ported
LBOSSAEXP_ISTRAT	$07a286	True	ported
LBOSSAEXP_STRAT	$07a2ae	True	ported
BLOWCUBE_ISTRAT	$07ec40	True	ported
BLOWCUBE_STRAT	$07ece4	True	ported
TRACKCORNER_ISTRAT	$08bf68	True	ported
LEFTWALL_ISTRAT	$09f757	True	ported
SR_MAKE_OBJ	$1fd563	True	ported
SR_ACHASE_ALVAR_END	$1fda3d	True	ported
SR_ACHASE_ALVAR_FIN	$1fda41	True	ported
SR_MAKE_CHILD	$1fd587	True	ported
SR_GEN_3DVECS1	$1fd5d4	True	math_helper
SR_GEN_3DVECS2	$1fd5ec	True	math_helper
SR_GEN_3DVECS3	$1fd607	True	math_helper
SR_MAKE_XYVEC	$1fdad0	True	ported
SR_GEN_3DVECS	$1fd5bf	True	math_helper
SR_REMOVE_OBJX	$1fd519	True	ported
SR_REMOVE_OBJY	$1fd558	True	ported
W_L	$00acbb	True	ported
WL_STRAT	$08d6ab	True	ported
WL_ISTRAT	$08d67b	True	ported
W_L	$0e8000	True	ported
P_INIT_SPRITES_L	$03c432	True	render_dma
BUILD_DRAWLIST_L	$02f238	True	render_dma
BUILD_DRAWLIST	$02f23c	True	render_dma
FIGHTER_ISTRAT	$08ead4	True	ported
FIGHTER_STRAT	$08eb14	True	ported
DESTBOSSSOUND_L	$2490e6	True	ported
STARTSFX_L	$1fbeec	True	other
DESTENEMYSOUND_L	$2490fe	True	ported
STAYDIST_ISTRAT	$218658	True	ported
STAYRELHARD180YR_STRAT	$218648	True	ported
STAYREL_STRAT	$21864d	True	ported
STAYRELHARD180YR_ISTRAT	$21862f	True	ported
STAYREL_ISTRAT	$21864d	True	ported
STARBULL_ISTRAT	$0a9b6a	True	ported
STARBULL_STRAT	$0a9bd2	True	ported
IRONBALLMISSILE_ISTRAT	$209965	True	ported
IRONBALL_ISTRAT	$09f50b	True	ported
PCHECK	$04aaf6	True	ported
PCHASE1_1	$04c52f	True	math_helper
PCHASE1_2	$04c5e0	True	math_helper
PCHASE2_1	$04c65d	True	math_helper
PCHASE2_2	$04c79b	True	math_helper
PCHASE3_1	$04c86e	True	math_helper
PCHASE3_2	$04ca76	True	math_helper
PCHASE4_1	$04cbd2	True	ported
PCHASE4_2	$04cd2a	True	math_helper
PCHASE4_3	$04cdb7	True	math_helper
PCHASE5_1	$04cdf7	True	math_helper
PCHASE5_2	$04cea7	True	math_helper
PCHASE5_3	$04cf24	True	math_helper
PCHASE6_1	$04cf5b	True	math_helper
PCHASE6_2	$04d084	True	math_helper
PCHASE7_1	$04d106	True	math_helper
PCHASE7_2	$04d246	True	math_helper
PCHASE8_1	$04d2dc	True	math_helper
PCHASE8_2	$04d3a8	True	math_helper
PCHASE8_3	$04d3fc	True	math_helper
PCHASE4_1.C4_FAL_MS	$04cc8b	True	ported
PCHASE4_1.C4_FRO_MS	$04ccf5	True	ported
PCHASE4_1.C4_RAB_MS	$04ccc0	True	ported
PSHIPWASHENT_STRAT	$06a8a7	True	ported
PSHIPCOLONY_ISTRAT	$06a5bd	True	ported
PSHIPDIVEGND_ISTRAT	$06934e	True	ported
PSHIPWASHENT_ISTRAT	$06a88c	True	ported
PSHIPOUTOFLB1_ISTRAT	$069769	True	ported
PSHIPCOLONY_STRAT	$06a5d8	True	ported
PSHIPOUTOFLB3_ISTRAT	$069e3e	True	ported
PSHIPDIVEGND_STRAT	$06937c	True	ported
PSHIPOUTOFLB1_STRAT	$06978f	True	ported
PSHIPOUTOFLB3_STRAT	$069e61	True	ported
PSHIPINTOLB1_ISTRAT	$07819a	True	ported
PSHIPINTOLB1_STRAT	$0781b5	True	ported
MOBJ_STRAT	$00800a	True	structural
MBOSSAEXP_ISTRAT	$07a2c8	True	ported
MBOSSAEXP_STRAT	$07a2ec	True	ported
BOMWING_CONT	$08d46b	True	ported
BOMWING_INIT	$08d41c	True	ported
BOMWING_STRAT	$08d447	True	ported
BOMWING2_STRAT	$08d489	True	ported
BOMWING_ISTRAT	$08d40c	True	ported
BOMWINGDIE_ISTRAT	$08d515	True	ported
BOMWING2_INIT	$08d478	True	ported
GND_ISTRAT	$08f165	True	ported
SAUCER1_STRAT	$0987a4	True	ported
SAUCER_ISTRAT	$099682	True	ported
SAUCER1_ISTRAT	$09876a	True	ported
SAUCER_STRAT2	$09975c	True	ported
SAUCER1_STRAT2	$098932	True	ported
SAUCER1_STRAT3	$0989c4	True	ported
SAUCER1_STRAT4	$098a55	True	ported
SAUCER_STRAT	$0996c0	True	ported
SAUCER1_ISTRAT2	$09891f	True	ported
SAUCER1_ISTRAT3	$0989b7	True	ported
SAUCER1_ISTRAT4	$098a40	True	ported
RWALKER1_ISTRAT	$08d1a4	True	ported
WARP_STRAT	$0ac394	True	ported
WARP_ISTRAT	$0ac351	True	ported
WARKER3_ISTRAT	$0abbf2	True	ported
WARKER3_STRAT	$0abc1c	True	ported
HDMA_START	$028fb2	True	structural
HDMA_END	$029d32	True	structural
DZDISTLESS_L	$0980a3	True	ported
BONFIRE_ISTRAT	$20980b	True	ported
BONFIRE_A1	$038578	True	structural
BONFIRE_C	$038574	True	structural
PE_KANI_L2.EK_L2_INIT	$04c167	True	structural
PE_SHAWER.E_SHA_L	$04c3aa	True	structural
PE_SHAWER.SHAWER_INIT	$04c3da	True	structural
BG_CONT	$03ad21	True	ported
BG_CONT_1	$03a83b	True	ported
XZDIFFS_L	$1fd0c3	True	ported
XZDIFFS_ABS_L	$1fcfaa	True	other
XZDIFFS_OFF_L	$1fcf72	True	other
XZDIFFS_DIFFABS_L	$1fd0e1	True	ported
BOOST_STRAT	$2186ac	True	ported
BOOST_ISTRAT	$218673	True	ported
MGENUVLIST	$01ba3f	True	structural
MGENZLIST	$01b9d2	True	structural
MGENUVLIST1	$01ba5c	True	structural
MGENUVLISTX	$01baaa	True	structural
TWALL0_STRAT	$0abb3c	True	ported
TWALL0_ISTRAT	$0abb17	True	ported
POSITIONAL_L	$098040	True	ported
HOU_L	$009e1e	True	structural
INTRO_L	$1ffa5e	True	ported
INTRO1PFALLING_INIT	$07801e	True	ported
INTRO1PFALL_STRAT	$078013	True	ported
INTRO1PFALL_ISTRAT	$078000	True	ported
INTRO1PFALLING_STRAT	$07803d	True	ported
HOUDAINS_ISTRAT	$08b531	True	ported
HOUDAI_STRAT	$08b59c	True	ported
HOUDAI_ISTRAT	$08b567	True	ported
HOUDAI5_ISTRAT	$0a9025	True	ported
HOUDAI5F_ISTRAT	$0a8f31	True	ported
HOUDAI5_STRAT	$0a905b	True	ported
HOUDAI5F_STRAT	$0a8f6f	True	ported
HOU_L	$0c8000	True	structural
HELPBALLHOME_ISTRAT	$21a681	True	ported
HELPBALLHREM_ISTRAT	$21a763	True	ported
HELPBALL_STRAT	$21a51b	True	ported
HELPBALLHOME_STRAT	$21a6da	True	ported
HELPBALL_ISTRAT	$21a4f0	True	ported
HELPBALLHCOLL_ISTRAT	$21a746	True	ported
PBODY_STRAT	$0badec	True	ported
PBODY_ISTRAT	$0bada5	True	ported
PRWING_ISTRAT	$0bb292	True	ported
PRWBRK_ISTRAT	$0bb4f9	True	ported
PRWING_STRAT	$0bb2d1	True	ported
CIRCLE_INIT	$02d9a4	True	ported
CIRCDELAYEXPLODE_STRAT	$06b18a	True	ported
CIRC2PARTICLEEXPLODE_STRAT	$06bc34	True	ported
CIRCPARTICLEEXPLODE_STRAT	$06bc67	True	ported
CIRCDELAYEXPLODE_ISTRAT	$06b16b	True	ported
CIRC2PARTICLEEXPLODE_ISTRAT	$06bbfe	True	ported
CIRCPARTICLEEXPLODE_ISTRAT	$06bc67	True	ported
GENERATE_COLLIST_L	$1fc055	True	ported
GENFOXSPR	$03d79d	True	structural
GEN_WEAPON	$21b554	True	math_helper
SZACO0_ISTRAT	$0aa4e7	True	ported
SZACO2_ISTRAT	$0aa18f	True	ported
SZACO3_ISTRAT	$0aede6	True	ported
SZACO5_ISTRAT	$0ab344	True	ported
SZACO0_STRAT	$0aa53d	True	ported
SZACO2_CONT	$0aa42c	True	ported
SZACO2_STRAT	$0aa1eb	True	ported
SZACO3_STRAT	$0aee2e	True	ported
SZACO5_STRAT	$0ab386	True	ported
HIGHFLY_ISTRAT	$09829c	True	ported
QBOSSEXPLODE_ISTRAT	$06ad8b	True	ported
TZACO7CAT_STRAT	$0abbaf	True	ported
TZACO7GO_ISTRAT	$0aba97	True	ported
TZACO7GO_STRAT	$0ababc	True	ported
TZACO7FALL_ISTRAT	$0aba73	True	ported
TZACO7CAT_ISTRAT	$0abb89	True	ported
COLLIDE_ISTRAT	$218755	True	ported
COLL_ISTRAT	$21897d	True	ported
RBOSSAEXP_ISTRAT	$07a310	True	ported
RBOSSAEXP_STRAT	$07a338	True	ported
LOCHNESSMONSTER_ISTRAT	$099993	True	ported
COLONY0_CONT	$0ad3fe	True	ported
COLONYEXIT_ISTRAT	$0af229	True	ported
FREE_L	$0af96d	True	ported
COLONY0_STRAT	$0ad278	True	ported
COLONY1_STRAT	$0ad428	True	ported
COLONY2_STRAT	$0ad463	True	ported
COLONY0_ISTRAT	$0ad249	True	ported
COLONY1_ISTRAT	$0ad40f	True	ported
COLONY2_ISTRAT	$0ad443	True	ported
PRINTBSD_L	$1fdfd6	True	other
PRINTBB_L	$1fe196	True	other
PRINTBD_L	$1fdfba	True	other
PRINTB_L	$1fdff2	True	other
PRINTT_L	$1fdf60	True	other
PRINTW_L	$1fdfad	True	other
PRINTAB1_L	$21ba25	True	other
PRINTAB2_L	$21ba3b	True	other
PRINTAB3_L	$21ba51	True	other
PRINTAB4_L	$21ba67	True	other
PRINTAB5_L	$21ba7d	True	other
PRINTAW1_L	$21b9a7	True	other
PRINTAW2_L	$21b9d1	True	other
PRINTAW3_L	$21b9fb	True	other
RIPMAN_STRAT	$08dfcf	True	ported
RIPAIR_STRAT	$08e147	True	ported
RIPMAN_ISTRAT	$08df94	True	ported
RIPMANEXP_ISTRAT	$08e00a	True	ported
RIPAIR_ISTRAT	$08e0cf	True	ported
PEGU1_IFAL.E1I_INIT	$04d6da	True	structural
PEGU6_IFAL.E6I_INIT	$04d546	True	structural
BOSS_B_L	$00b073	True	ported
BOSSHTOP_ISTRAT	$209646	True	ported
BOSSHLEG_ISTRAT	$20918c	True	ported
BOSSHHITCOUNT	$7ef151	True	ported
BOSSH_ISTRAT	$208906	True	ported
BOSSHITCOL1_A1	$0387ad	True	ported
BOSSHITCOL2_A1	$0387b8	True	ported
BOSSHITCOL3_A1	$0387c3	True	ported
SBOOT_INITIAL	$248bdb	True	ported
BOSSFLASH_L	$02fa9d	True	ported
BOSSG_ISTRAT	$04ee35	True	ported
BOSSGS_ISTRAT	$04f55e	True	ported
BOSSGEXPLODE_ISTRAT	$04f326	True	ported
BOSSDELAYEXPLODE_STRAT	$06ad31	True	ported
BOSSBIGOUTEXPLODEOFF_ISTRAT	$06af43	True	ported
BOSSBIGOUTEXPLODE_ICONT	$06af7f	True	ported
BOSSEXPLODE_ISTRAT	$06ada7	True	ported
BOSSBIGOUTEXPLODE_ISTRAT	$06af61	True	ported
BOSSDELAYEXPLODE_ISTRAT	$06ad02	True	ported
BOSSBROBFRONTPLAYERZ_SROU	$07c2c6	True	ported
BOSSBROBPOUNCEPOS_STRAT	$07c33e	True	ported
BOSSBROBMENT_SROU	$07bc11	True	ported
BOSSA_ISTRAT	$079b03	True	ported
BOSS8SHRAP_STRAT	$0799e0	True	ported
BOSS7LAUNCHERB_STRAT	$07db06	True	ported
BOSSBROBRNDPOS_CONT	$07c64a	True	ported
BOSSA_STRAT	$079cb4	True	ported
BOSSBROBFIRE1_STRAT	$07c11e	True	enemy_boss_strat
BOSSBSPINEND_CONT	$07b2af	True	ported
BOSSACUPOPEN_SROU	$07a80a	True	ported
BOSS7INTROPART_ISTRAT	$078df7	True	ported
BOSSB_ISTRAT	$07aac5	True	ported
BOSS7LAUNCHERT_ISTRAT	$07da4d	True	ported
BOSSAEXP_ISTRAT	$07a17f	True	ported
BOSSAEXP_STRAT	$07a1c5	True	ported
BOSSB_STRAT	$07ab2f	True	ported
BOSSBROBSTART_STRAT	$07bf9f	True	ported
BOSSBROBFIRE2_STRAT	$07c20e	True	enemy_boss_strat
BOSS7EXP_ISTRAT	$07d21a	True	ported
BOSS7ALLDEADA_INIT	$07d3fc	True	ported
BOSSACUPUP_SROU	$07a697	True	ported
BOSSBROBJUMP1_STRAT	$07c027	True	ported
BOSSBROBKICK_STRAT	$07c79c	True	ported
BOSSBROBFARJUMP1_STRAT	$07c85b	True	ported
BOSS7ALLDEADB_INIT	$07d47e	True	ported
BOSSBRANGE_SROU	$07b67a	True	ported
BOSS7ALLDEADC_INIT	$07d449	True	ported
BOSSBROBDEMO_ISTRAT	$07b68d	True	ported
BOSSBROBJUMP2_STRAT	$07c084	True	ported
BOSSBROBFARJUMP2_STRAT	$07c8be	True	ported
BOSSBSCREAM2_INIT	$07b191	True	ported
BOSSBROBCHG2_INIT	$07bd51	True	ported
BOSSACUPUPLOW_SROU	$07a6fa	True	ported
BOSSBADDPZ_CONT	$07bd41	True	ported
BOSSBROBCHG3_INIT	$07be71	True	ported
BOSSBROBCHG4_INIT	$07beb5	True	ported
BOSS7ALLDEAD_INIT	$07d2e0	True	ported
BOSS7B2_INIT	$07d51e	True	ported
BOSSACUPCLOSE_SROU	$07a83c	True	ported
BOSSACUPDOWN_SROU	$07a75d	True	ported
BOSS8COV_STRAT	$07976a	True	ported
BOSSATURRETR_ISTRAT	$07a8e7	True	ported
BOSSBDODGECOL_ISTRAT	$07aebb	True	ported
BOSSBENTSPLIT2_ISTRAT	$07ba1b	True	ported
BOSSBROBFOOT_ISTRAT	$07c965	True	ported
BOSS7C2_INIT	$07d5a5	True	ported
BOSS7LAUNCH_CONT	$07d5de	True	ported
BOSSBESCAPE_STRAT	$07b4e7	True	ported
BOSSBROBRNDPOS_STRAT	$07c625	True	ported
BOSSBROBSPLIT2_INIT	$07b988	True	ported
BOSSBENTLONG_ISTRAT	$07b55a	True	ported
BOSS7_CONT	$07d16e	True	ported
BOSS8_CONT	$0793af	True	ported
BOSS8WAIT_INIT	$079340	True	ported
BOSS8_INIT	$07939e	True	ported
BOSSBROB2_INIT	$07b923	True	ported
BOSS8COV_ISTRAT	$07971f	True	ported
BOSSBSPINEND_STRAT	$07b263	True	ported
BOSSBROBRNDPOS2_STRAT	$07c614	True	ported
BOSSBPEXP_STRAT	$07cc6a	True	enemy_boss_strat
BOSS7SHIELDEXP_STRAT	$07ddbb	True	ported
BOSSBROBLAND_INIT	$07c0ad	True	ported
BOSSBROBFARLAND_INIT	$07c8fd	True	ported
BOSS7B_INIT	$07d4d0	True	ported
BOSSATURRET_CONT	$07a946	True	ported
BOSSBENTSPLIT_CONT	$07bba8	True	ported
BOSS8A_INIT	$079416	True	ported
BOSSBROBFIREP1_INIT	$07c223	True	enemy_boss_strat
BOSS7C_INIT	$07d557	True	ported
BOSS7ALLDEADA_STRAT	$07d413	True	ported
BOSS8B_INIT	$07952d	True	ported
BOSSBROBSPLIT_INIT	$07b95c	True	ported
BOSS7D_INIT	$07d61a	True	ported
BOSSBROB_CONT	$07c048	True	ported
BOSS7E_INIT	$07d6d3	True	ported
BOSS7_ISTRAT	$07cf70	True	ported
BOSSBESCAPE_ISTRAT	$07b4ba	True	ported
BOSSBROBRNDPOS_ISTRAT	$07c5e3	True	ported
BOSS7ALLDEADB_STRAT	$07d48f	True	ported
BOSSBROBREAPPEAR_INIT	$07c45d	True	ported
BOSSBROBPOUNCEPOS_INIT	$07c326	True	ported
BOSS8DIE_STRAT	$07961c	True	ported
BOSS7ALLDEADC_STRAT	$07d45a	True	ported
BOSSAEXP2_INIT	$07a219	True	ported
BOSSBROBSTART2_INIT	$07bff6	True	ported
BOSSB_CONT	$07abfa	True	ported
BOSSBROBFRONTPLAYER_SROU	$07c2a4	True	ported
BOSS8_ISTRAT	$079190	True	ported
BOSSATURRETL_STRAT	$07a8b9	True	ported
BOSSBSCREAM2_STRAT	$07b1a2	True	ported
BOSSBROBCHG2_STRAT	$07bd70	True	ported
BOSS7SHIELD_STRAT	$07dd26	True	ported
BOSSBSCREAMEND_INIT	$07b203	True	ported
BOSSBROBSTART_INIT	$07bf82	True	ported
BOSSBROBVECS_CONT2	$07bd9b	True	ported
BOSSBROBVECS_CONT3	$07bdad	True	ported
BOSSBROBVECS_CONT4	$07bdb1	True	ported
BOSSBROBJUMP1_INIT	$07c013	True	ported
BOSSBROBKICK_INIT	$07c77b	True	ported
BOSSBROBFARJUMP1_INIT	$07c838	True	ported
BOSSBROBMENT2_SROU	$07bc4c	True	ported
BOSSATURRETM_STRAT	$07a8da	True	ported
BOSSBROBCHG3_STRAT	$07be7e	True	ported
BOSSBROBJUMP2_INIT	$07c04e	True	ported
BOSSBROBFARJUMP2_INIT	$07c88e	True	ported
BOSSBSPINENDNEWENT_SROU	$07b4a3	True	ported
BOSS7INTRO_ISTRAT	$078c9f	True	ported
BOSSBSPINEND2_STRAT	$07b092	True	ported
BOSSBSCREAM_ISTRAT	$07b127	True	ported
BOSSBROBCHG_ISTRAT	$07bcd4	True	ported
BOSSBROBCHG4_STRAT	$07bede	True	ported
BOSSBROBUNDEAD_STRAT	$07ce70	True	ported
BOSS7ALLDEAD_STRAT	$07d313	True	ported
BOSS7B2_STRAT	$07d535	True	ported
BOSSBDODGE_STRAT	$07aca5	True	ported
BOSS7LAUNCHER_CONT	$07db10	True	ported
BOSSACUPPERL_ISTRAT	$07a352	True	ported
BOSSATURRETEXP_ISTRAT	$07aa9e	True	ported
BOSSBSPINEND_ISTRAT	$07b228	True	ported
BOSSBENT_ISTRAT	$07b57a	True	ported
BOSSBROBSEPEXP_ISTRAT	$07ca33	True	enemy_boss_strat
BOSSBROBRNDPOS2_ISTRAT	$07c5f3	True	ported
BOSSBPWAITEXP_ISTRAT	$07cbe6	True	enemy_boss_strat
BOSSBPEXP_ISTRAT	$07cc55	True	enemy_boss_strat
BOSS7EXP_STRAT	$07d277	True	ported
BOSS7C2_STRAT	$07d5bc	True	ported
BOSS7HATCHEXP_ISTRAT	$07da39	True	ported
BOSS7LAUNCHERT_STRAT	$07daf9	True	ported
