label	addr	ported_namematch	subsystem
BOSS7LAUNCHERTEXP_ISTRAT	$07dcba	True	ported
BOSS7LAUNCHERBEXP_ISTRAT	$07dcca	True	ported
BOSS7SHIELDEXP_ISTRAT	$07dda6	True	ported
BOSSBROBEXP_INIT	$07cae5	True	enemy_boss_strat
BOSS7_CONT2	$07d1d4	True	ported
BOSSBROBDEMO_STRAT	$07b6c1	True	ported
BOSSBPOINTDIR_SROU	$07b5c9	True	ported
BOSSACUPPERM_ISTRAT	$07a359	True	ported
BOSSATURRETR_STRAT	$07a93c	True	ported
BOSSBENTSPLIT2_STRAT	$07ba31	True	ported
BOSSBROBFOOT_STRAT	$07c9bc	True	ported
BOSSACUPFIREMISS_SROU	$07a63b	True	ported
BOSSBSPINEND2_INIT	$07b049	True	ported
BOSSBDODGE_INIT	$07ac7d	True	ported
BOSS7HATCH_ISTRAT	$07d79b	True	ported
BOSSBSPINENDCOL_ISTRAT	$07b49f	True	ported
BOSSBSPINENDENTCOL_ISTRAT	$07b498	True	ported
BOSSBENTSPLITCOL_ISTRAT	$07baed	True	ported
BOSSBENTSPLIT_ISTRAT	$07bafd	True	ported
BOSSBROBCOL_ISTRAT	$07cc7f	True	ported
BOSSBROBSEPCOL_ISTRAT	$07c9e2	True	ported
BOSS7HATCHCOL_ISTRAT	$07da28	True	ported
BOSS7LAUNCHERCOL_ISTRAT	$07dc93	True	ported
BOSSBROBVECS_CONT	$07bd97	True	ported
BOSSBROBOUCH_SROU	$07cd7e	True	ported
BOSSBSPIN1_STRAT	$07af67	True	ported
BOSSBROBCENT_SROU	$07bc75	True	ported
BOSS8WAIT_STRAT	$07934d	True	ported
BOSS8DIE_ISTRAT	$0795be	True	ported
BOSS8_STRAT	$0793af	True	ported
BOSSBSPIN2_STRAT	$07aff2	True	ported
BOSSBROB2_STRAT	$07b930	True	ported
BOSSACUPFIRE_SROU	$07a611	True	ported
BOSS7HATCHFIRE_SROU	$07d97c	True	ported
BOSSBSPIN1_INIT	$07af43	True	ported
BOSS7INTRO_STRAT	$078d4a	True	ported
BOSSBSCREAM_STRAT	$07b144	True	ported
BOSSBROBCHG_STRAT	$07bd21	True	ported
BOSS7A_STRAT	$07d0e9	True	ported
BOSSBSPIN2_INIT	$07afcd	True	ported
BOSSBENT_CONT	$07b5ba	True	ported
BOSSBROB_ISTRAT	$07b83c	True	ported
BOSS7SHIELD_ISTRAT	$07dcde	True	ported
BOSSATURRETL_ISTRAT	$07a8a9	True	ported
BOSSBENT_STRAT	$07b596	True	ported
BOSSBROBLAND_STRAT	$07c0ca	True	ported
BOSSBROBFARLAND_STRAT	$07c914	True	ported
BOSSBROBSEPEXP_STRAT	$07ca73	True	enemy_boss_strat
BOSSBPWAITEXP_STRAT	$07cbfb	True	enemy_boss_strat
BOSS7COLL_ISTRAT	$07d216	True	ported
BOSS7B_STRAT	$07d4fc	True	ported
BOSSACUPINITPOS_SROU	$07a870	True	ported
BOSS8A_STRAT	$079445	True	ported
BOSSBROBFIREP1_STRAT	$07c245	True	enemy_boss_strat
BOSS7C_STRAT	$07d583	True	ported
BOSSBROBSEP_INIT	$07c50d	True	ported
BOSSBADDBHP_CONT	$07bd45	True	ported
BOSSBROBDIE_INIT	$07cedb	True	ported
BOSS8B_STRAT	$07959a	True	ported
BOSSATURRETM_ISTRAT	$07a8c6	True	ported
BOSSACUPEXPLODE_ISTRAT	$07a603	True	ported
BOSSBROBSPLIT_STRAT	$07b96f	True	ported
BOSSBENTSPLIT_STRAT	$07bb33	True	ported
BOSSBROBSEP_STRAT	$07c54e	True	ported
BOSS7D_STRAT	$07d637	True	ported
BOSS7HATCH_STRAT	$07d81d	True	ported
BOSSBROBPOUNCE2_INIT	$07c389	True	ported
BOSSBROBDIE_STRAT	$07cef2	True	ported
BOSS7E_STRAT	$07d6ff	True	ported
BOSSB_CONT3	$07abe4	True	ported
BOSSB_CONT2	$07ac69	True	ported
BOSSB_CONT4	$07ac74	True	ported
BOSSBROBFIRE1_INIT	$07c109	True	enemy_boss_strat
BOSS8SHRAP_ISTRAT	$0799b7	True	ported
BOSS7LAUNCHERB_ISTRAT	$07da77	True	ported
BOSSACUPPERR_ISTRAT	$07a360	True	ported
BOSSBROB_STRAT	$07b8b6	True	ported
BOSSBROBPOUNCE2_STRAT	$07c3b3	True	ported
BOSSBROBREAPPEAR_STRAT	$07c488	True	ported
BOSSBPEXP2_ISTRAT	$07cc31	True	enemy_boss_strat
BOSSBROBUNDEAD_ISTRAT	$07ce46	True	ported
BOSS7FALL_STRAT	$07de46	True	ported
BOSSBROBFIRE2_INIT	$07c201	True	enemy_boss_strat
BOSS1_ISTRAT	$08816a	True	ported
BOSS2_ISTRAT	$088bba	True	ported
BOSS1EXP_ISTRAT	$088162	True	ported
BOSS1IN_STRAT	$088460	True	ported
BOSS1INCLOSE_INIT	$0884d1	True	ported
BOSS2PLASMA_STRAT	$0897e0	True	ported
BOSS1ROTS_SROU	$0887bf	True	ported
BOSS1TURRETR_ISTRAT	$088941	True	ported
BOSS2TOP_ISTRAT	$0893a4	True	ported
BOSS1OUT_STRAT	$088495	True	ported
BOSS2PLASMA_ISTRAT	$089795	True	ported
BOSS1NORMAL_INIT	$08842e	True	ported
BOSS1BACK_STRAT	$088521	True	ported
BOSS1TURRET_INIT	$088968	True	ported
BOSS1INCLOSE_STRAT	$0884e8	True	ported
BOSS2ROTS_SROU	$089992	True	ported
BOSS1TURRETL_STRAT	$088999	True	ported
BOSS1COV_STRAT	$088b09	True	ported
BOSS1IN_INIT	$08844d	True	ported
BOSS2SPARK_ISTRAT	$0898d6	True	ported
BOSS1_END.NOFIRE	$088789	True	ported
BOSS1OUT_INIT	$088488	True	ported
BOSS2_STRAT	$088e38	True	ported
BOSS2EXP_ISTRAT	$08938d	True	ported
BOSS2TOPEXP_ISTRAT	$0894ec	True	ported
BOSS2TURRETEXP_ISTRAT	$0895ac	True	ported
BOSS2PETALEXP_ISTRAT	$089765	True	ported
BOSS1BACK_INIT	$088514	True	ported
BOSS1TURRETR_STRAT	$0889aa	True	ported
BOSS2TOP_STRAT	$0893ea	True	ported
BOSS1TURCOL_ISTRAT	$088ab5	True	ported
BOSS2PETAL_ISTRAT	$089627	True	ported
BOSS2TURRET_ISTRAT	$0894fc	True	ported
BOSS2TOPCOL_ISTRAT	$0894cc	True	ported
BOSS1NORMAL_STRAT	$088445	True	ported
BOSS1TURRET_NFIRE	$088a93	True	ported
BOSS2SPARK_STRAT	$0898ed	True	ported
BOSS1TURRETFIRE_END	$0889b7	True	ported
BOSS1COV_ISTRAT	$088ac3	True	ported
BOSS1TURRETL_ISTRAT	$088916	True	ported
BOSS2PETALEXP_STRAT	$08977b	True	ported
BOSS2SPARK_SROU	$089a9e	True	ported
BOSS1UP_STRAT	$08840f	True	ported
BOSS2TURRET_STRAT	$089542	True	ported
BOSS2PETAL_STRAT	$089671	True	ported
BOSS1MAKECHILD	$088204	True	ported
BOSS1COVDIE_STRAT	$088b82	True	ported
BOSSFBODY_ISTRAT	$09eca7	True	ported
BOSSFFEET_ISTRAT	$09ee48	True	ported
BOSSFARM_ISTRAT	$09f0c4	True	ported
BOSSFHEAD_ISTRAT	$09ea2e	True	ported
BOSSSEAMON_STRAT	$0af2f4	True	ported
BOSSSEAMONEXP_ISTRAT	$0af64b	True	ported
BOSSSEAMON_ISTRAT	$0af2a7	True	ported
BOSSFTUR1_STRAT	$288b3c	True	ported
BOSSFTUR3_ISTRAT	$288a48	True	ported
BOSSFTUR2_STRAT	$288bdd	True	ported
BOSSFCDIE2_INIT	$2887dd	True	ported
BOSSFTUR3_STRAT	$288c7e	True	ported
BOSSFC2B_INIT	$28844e	True	ported
BOSSFTUR4_ISTRAT	$288a79	True	ported
BOSSFTUR4_STRAT	$288d1f	True	ported
BOSSFTUR5_STRAT	$288dc0	True	ported
BOSSFC2_CONT	$288535	True	ported
BOSSFTUR5_ISTRAT	$288aaa	True	ported
BOSSFTUR6_STRAT	$288e61	True	ported
BOSSFC2_INIT	$28844a	True	ported
BOSSFC3_INIT	$2886a0	True	ported
BOSSFTUR6_ISTRAT	$288adb	True	ported
BOSSFCDIE2_STRAT	$28880e	True	ported
BOSSFCDIE_INIT	$288784	True	ported
BOSSFC2_CONT2	$2885cb	True	ported
BOSSFC2_CONT3	$2885d6	True	ported
BOSSF_ISTRAT	$288000	True	ported
BOSSFA_ISTRAT	$28905f	True	ported
BOSSFTUR_CONT	$288eff	True	ported
BOSSFB_ISTRAT	$2891f0	True	ported
BOSSFC2_STRAT	$288467	True	ported
BOSSFC2START_INIT	$2881c0	True	ported
BOSSFC3_STRAT	$2886bd	True	ported
BOSSFCSMOKE_SROU	$2885fa	True	ported
BOSSFCDIE_STRAT	$288791	True	ported
BOSSFA_STRAT	$289080	True	ported
BOSSFB_STRAT	$289211	True	ported
BOSSFC_STRAT	$28809e	True	ported
BOSSFTUR1_ISTRAT	$2889e6	True	ported
BOSSFEXP1_ISTRAT	$28902e	True	ported
BOSSFTUR2_ISTRAT	$288a17	True	ported
BOSSFEXP2_ISTRAT	$28903a	True	ported
BOSS_B_L	$0e8000	True	ported
DPILAR_ISTRAT	$0af652	True	ported
MCORE1_ISTRAT	$07ecfb	True	ported
MCORE1_STRAT	$07ed88	True	ported
MCORE1EXP_ISTRAT	$07f092	True	ported
MCORE1EXP_STRAT	$07f0b1	True	ported
MCORE1COL_ISTRAT	$07f083	True	ported
MCOREZROT_SROU	$07f157	True	ported
HOVER_ISTRAT	$218a96	True	ported
BOTRIGHT1_ISTRAT	$09f74b	True	ported
BOTLEFT1_ISTRAT	$09f73f	True	ported
NOCOLLANIM0_ISTRAT	$21873a	True	ported
NOCOLL_ISTRAT	$218741	True	ported
FOG_STRAT	$0a87e2	True	ported
PHENTAI_FAL.MOVE_LEFT	$04dae7	True	structural
PHENTAI_FAL.HENTAI_INIT	$04dab6	True	structural
MWINDRAWLINE	$01d6f8	True	render_dma
LFIREBALL	$009618	True	structural
CLROTHERHALF_L	$02d812	True	structural
CLRONEHALF_L	$02d802	True	structural
DRILL_ISTRAT.LAUNCHWEB	$09dd0e	True	ported
FLING.MAKEOBJ	$09ae31	True	ported
FLINGBOSS_ISTRAT	$09aa4b	True	ported
DRILL_ISTRAT	$09da71	True	ported
LFIREBALL	$11edb4	True	structural
BMYSHIP_L	$00bbb7	True	structural
BMYSHIP_L	$11f0e6	True	structural
KDOOR_ISTRAT	$04f91f	True	ported
KDOOR2_ISTRAT	$04f919	True	ported
SGENSPARK_SROU_L	$0bac4a	True	ported
SGENSPARK_SROU	$0bac4e	True	ported
MONOLITHPART_ISTRAT	$07fa99	True	ported
MONOLITHPART_SROU	$07f3e8	True	ported
MONOLITH_ISTRAT	$07dea1	True	ported
MONOLITHEXP_ISTRAT	$07f1de	True	ported
MONOLITHPARTL_ISTRAT	$07fa8f	True	ported
MONOLITHPART_STRAT	$07fb38	True	ported
MONOLITHCOL_ISTRAT	$07f168	True	ported
MONOLITH_STRAT	$07df0c	True	ported
JUMP0_ISTRAT	$08bfac	True	ported
JUMP0_STRAT	$08bfe2	True	ported
JUMP1_ISTRAT	$08bf82	True	ported
JUMP0A_STRAT	$08c015	True	ported
JUMP0A_INIT	$08bfff	True	ported
JUMPTOSTATE_L	$09c023	True	other
SIDEVECS_L	$1fc5fc	True	ported
CLSHIPGNDC_ISTRAT	$068327	True	ported
CLSHIPDIVEA_ISTRAT	$068c19	True	ported
CLSHIPUNDERC_ISTRAT	$0691cb	True	ported
CLSHIPDIVEA_STRAT	$068c39	True	ported
CLSHIPDIVEB_ISTRAT	$068cec	True	ported
CLSHIPDIVEB_STRAT	$068d0c	True	ported
CLSHIPTURNA_STRAT	$06880b	True	ported
CLSHIPDIVEC_STRAT	$068ddf	True	ported
CLSHIPTURNA_ISTRAT	$0687c7	True	ported
CLSHIPDIVEC_ISTRAT	$068dbf	True	ported
CLSHIPBOOST_STRAT	$068453	True	ported
CLSHIPTURNB_STRAT	$06886a	True	ported
CLSHIPBRIDGEBOOST_STRAT	$068bb3	True	ported
CLSHIPCHASEBOOST_STRAT	$0690b4	True	ported
CLSHIPUNDERBOOST_STRAT	$0692dd	True	ported
CLSHIP_CONT	$0686a3	True	ported
CLSHIPTURNC_STRAT	$0688bc	True	ported
CLSHIPBRIDGEBOOST_ISTRAT	$068b9e	True	ported
CLSHIPBOOST_ISTRAT	$06840e	True	ported
CLSHIPDIVEBOOST_ISTRAT	$068ef9	True	ported
CLSHIPUNDERBOOST_ISTRAT	$0692c6	True	ported
CLSHIPTURNB_ISTRAT	$068826	True	ported
CLSHIPTURN2_ISTRAT	$0689a5	True	ported
CLSHIPCHASEBOOST_ISTRAT	$06909f	True	ported
CLSHIPDIVE_CONT2	$068ed6	True	ported
CLSHIPTURN2_CONT	$0689e8	True	ported
CLSHIPTURNC_ISTRAT	$068885	True	ported
CLSHIPCHASEA_ISTRAT	$068f04	True	ported
CLSHIPCHASEB_ISTRAT	$068f57	True	ported
CLSHIPTURN_CONT	$0688e5	True	ported
CLSHIPWARPA_ISTRAT	$0680fe	True	ported
CLSHIPEARTHA_ISTRAT	$06848f	True	ported
CLSHIPCHASEC_ISTRAT	$068faa	True	ported
CLSHIPBRIDGEA_STRAT	$068a2d	True	ported
CLSHIPBRIDGE_CONT	$068af4	True	ported
CLSHIPGND_CONT	$068372	True	ported
CLSHIPWARPB_ISTRAT	$06814c	True	ported
CLSHIPEARTHB_ISTRAT	$0684f3	True	ported
CLSHIPBRIDGEB_STRAT	$068a80	True	ported
CLSHIPGNDA_STRAT	$0682af	True	ported
CLSHIPBRIDGEC_STRAT	$068acb	True	ported
CLSHIPUNDERA_STRAT	$069145	True	ported
CLSHIPWARP_CONT	$0681e9	True	ported
CLSHIPWARPC_ISTRAT	$06819a	True	ported
CLSHIPEARTHC_ISTRAT	$068557	True	ported
CLSHIPGNDB_STRAT	$0682fe	True	ported
CLSHIPUNDERB_STRAT	$0691a2	True	ported
CLSHIPGNDC_STRAT	$068349	True	ported
CLSHIPUNDERC_STRAT	$0691f3	True	ported
CLSHIPBOOSTNOSND_ISTRAT	$068414	True	ported
CLSHIPDIVE_CONT	$068e68	True	ported
CLSHIPSHIPA_ISTRAT	$0685b7	True	ported
CLSHIP1_ISTRAT	$0685c1	True	ported
CLSHIPTURN2_STRAT	$0689c6	True	ported
CLSHIPCHASEA_STRAT	$068f2e	True	ported
CLSHIPTURN_ISTRAT	$06896e	True	ported
CLSHIPSHIPB_ISTRAT	$068607	True	ported
CLSHIP2_ISTRAT	$068611	True	ported
CLSHIPCHASEB_STRAT	$068f81	True	ported
CLSHIPWARPA_STRAT	$068131	True	ported
CLSHIPEARTHA_STRAT	$0684c6	True	ported
CLSHIPCHASEC_STRAT	$068fcc	True	ported
CLSHIPCHASE_CONT	$068ff5	True	ported
CLSHIPSHIPC_ISTRAT	$068657	True	ported
CLSHIPBRIDGEA_ISTRAT	$068a03	True	ported
CLSHIP3_ISTRAT	$068661	True	ported
CLSHIPWARPB_STRAT	$06817f	True	ported
CLSHIPEARTHB_STRAT	$06852a	True	ported
CLSHIPWARPC_STRAT	$0681c0	True	ported
CLSHIPEARTHC_STRAT	$06858a	True	ported
CLSHIPBRIDGEB_ISTRAT	$068a56	True	ported
CLSHIP1_STRAT	$0685de	True	ported
CLSHIPGNDA_ISTRAT	$068289	True	ported
CLSHIPBRIDGEC_ISTRAT	$068aa9	True	ported
CLSHIPUNDERA_ISTRAT	$069111	True	ported
CLSHIP2_STRAT	$06862e	True	ported
CLSHIPTURN_STRAT	$06897f	True	ported
CLSHIP3_STRAT	$06867a	True	ported
CLSHIPUNDER_CONT	$06921c	True	ported
CLSHIPGNDB_ISTRAT	$0682d8	True	ported
CLSHIPUNDERB_ISTRAT	$06916e	True	ported
DISTANTFLY_ISTRAT	$098311	True	ported
SPINSPACEBAR_STRAT	$0acf92	True	ported
SPINSPACEBAR_ISTRAT	$0acf73	True	ported
SHRAPNEL_SROU_L	$0ba7ce	True	ported
SHRAPFALL2_ISTRAT	$0ba8d9	True	ported
SHRAPFALL_STRAT	$2893dd	True	ported
SHRAPNEL_SROU	$0ba7d2	True	ported
SHRAPFALL_ISTRAT	$28937c	True	ported
WOBBLE_STRAT	$098fce	True	ported
STRATDEBUG_L	$1fbdb0	True	structural
STRAIGHT_STRAT	$0b8cfc	True	ported
STRAIGHT_ISTRAT	$0b8cdd	True	ported
GETVIEW_L	$02f497	True	ported
GETBOSSACUPCHILD_SROU	$07a897	True	ported
MFIRE1_ISTRAT	$07f984	True	ported
MFIRE1_STRAT	$07fa10	True	ported
MFIRE1EXP_ISTRAT	$07fa20	True	ported
MFIRE1A_ISTRAT	$07f968	True	ported
MFIRE1_ICONT	$07f9b3	True	ported
TOPRIGHT1_ISTRAT	$09f727	True	ported
TOPLEFT1_ISTRAT	$09f733	True	ported
MQ_STRAT	$008006	True	structural
COPYCHARS_L	$03adb3	True	structural
COPY_TO_0101_L	$1fde69	True	structural
PCOINEXPLODE.COIN	$04e6b9	True	ported
PCOINEXPLODE	$04e6b1	True	ported
PCOLB_STRAT	$0baee4	True	ported
PCOLB_ISTRAT	$0bae5e	True	ported
PCOLRW_STRAT	$0bb4a8	True	ported
PCOLRW_ISTRAT	$0bb3a6	True	ported
PCOLBEXP_ISTRAT	$0bafb5	True	ported
PCOLLW_ISTRAT	$0bb0fc	True	ported
PCOLLW_STRAT	$0bb1fe	True	ported
FIND_OBJECT_L	$1fc7ed	True	other
FINDTARGET_L	$1fc7ed	True	other
FIND_SHAPE_L	$1fc969	True	ported
FIND_NEAROBJECT_L	$1fc888	True	other
FIND_ANYNEAROBJECT_L	$1fc8d1	True	other
FIND_RADIUSOBJECT_L	$1fc902	True	other
FIND_ANYRADIUSOBJECT_L	$1fc93d	True	other
FINDNTARGET_L	$1fc888	True	other
FIND_MOBJECT_L	$1fc82f	True	other
FIND_WINDOW_PRI_L	$02d713	True	other
FINALMAP_CONT	$0dd221	True	ported
TOW0EXPLODE_ISTRAT	$06bd99	True	ported
TOWER0_STRAT	$08b184	True	ported
TOWER0_ISTRAT	$08b16e	True	ported
FIND_Y_L	$09b1fb	True	ported
FIND_SWORD1_L	$09b213	True	other
FIND_ALPTR_L	$09b1c3	True	ported
STBHMISSILE1_ISTRAT	$219866	True	ported
STBHMISSILE1_STRAT	$219891	True	ported
SHELL_ISTRAT	$09be56	True	ported
STBGO_INIT	$0a9f06	True	ported
STBFP_STRAT	$0a9e29	True	ported
STBGO_STRAT	$0a9f13	True	ported
XHDMA_TABLES	$7e8be1	True	structural
PSPIRALEXPLODE	$04e681	True	ported
MDODRAWLINE	$01d8c3	True	render_dma
DOMAKESPL	$218c47	True	ported
DOMA_STRAT	$08f0b5	True	ported
DOMA_ISTRAT	$08f077	True	ported
DOMB_ISTRAT	$08f077	True	ported
MODECHANGESET_L	$09c01f	True	other
MODECHANGEADD_L	$09c013	True	other
DIVORCEFAMILY_L	$1fdbbc	True	math_helper
THEEND_N_ISTRAT	$0a9627	True	ported
THEEND_FLYAWAY_STRAT	$0a98f8	True	ported
THEEND_FIN_STRAT	$0a9851	True	ported
THEEND_D_STRAT	$0a9700	True	ported
THEEND_FIN2_STRAT	$0a9890	True	ported
THEEND_FLYAWAY_ISTRAT	$0a98ce	True	ported
THEEND_FLIP_STRAT	$0a9add	True	ported
THEEND_E_STRAT	$0a9568	True	ported
THEEND_ZOOM2_ISTRAT	$0a978e	True	ported
THEEND_FIN_ISTRAT	$0a982d	True	ported
THEEND_H_STRAT	$0a94e0	True	ported
THEEND_T_ISTRAT	$0a938a	True	ported
THEEND_D_ISTRAT	$0a96af	True	ported
THEEND_E2_STRAT	$0a95f0	True	ported
THEEND_FIN2_ISTRAT	$0a986c	True	ported
THEEND_FLIP_ISTRAT	$0a991e	True	ported
THEEND_E_ISTRAT	$0a9517	True	ported
THEEND_N_STRAT	$0a9678	True	ported
THEEND_CHECK_ISTRAT	$0a97e5	True	ported
THEEND_H_ISTRAT	$0a948f	True	ported
THEEND_ZOOM2_STRAT	$0a97c1	True	ported
THEEND_T_STRAT	$0a93db	True	ported
THEEND_ZOOM_ISTRAT	$0a9737	True	ported
THEEND_E2_ISTRAT	$0a959f	True	ported
THEEND_ZOOM_STRAT	$0a976a	True	ported
CROTMAT16_L	$03ae9c	True	math_helper
ROCKHARD_ISTRAT	$2185db	True	ported
CORE1_ISTRAT	$08a291	True	ported
CORE0_STRAT	$08a277	True	ported
CORE1_STRAT	$08a2d8	True	ported
CORE1EXP_ISTRAT	$08a302	True	ported
CORE1EXP_STRAT	$08a34b	True	ported
CORE1COL_ISTRAT	$08a372	True	ported
CORE0_ISTRAT	$08a250	True	ported
PITACHI_A.ITACHI_INIT	$04a781	True	ported
POLE0_ISTRAT	$0af6c9	True	ported
POLE0COL_ISTRAT	$0af72b	True	ported
POLE0_STRAT	$0af70c	True	ported
LENG0_ISTRAT	$0ab694	True	ported
LENG0_STRAT	$0ab6ba	True	ported
WINGLAZERMANGO_STRAT	$08dc22	True	ported
WINGLAZERMAN2_INIT	$08dc55	True	other
WINGLAZERMAN3_INIT	$08dc90	True	other
WINDMILL_STRAT	$08ebf3	True	ported
WINDMILL_ISTRAT	$08ebba	True	ported
WINDSPIN_STRAT	$08f058	True	ported
WINGLAZERMAN2_STRAT	$08dc70	True	ported
WINGLAZERMAN3_STRAT	$08dca5	True	ported
WINGLAZERMAN_ISTRAT	$08db31	True	ported
WINDEXP_ISTRAT	$08ed04	True	ported
WINGLAZERMANDIE_ISTRAT	$08dda0	True	ported
WINGLAZERMAN_CONT	$08dbf6	True	ported
WINGLAZERMAN_STRAT	$08db6e	True	ported
WINDSPIN_ISTRAT	$08effe	True	ported
WINGLAZERMANGO_INIT	$08dc11	True	other
WINGS_ISTRAT	$09c042	True	ported
NUCLEUSBEAMCOL_ISTRAT	$07991e	True	ported
NUCLEUSBEAML_STRAT	$079858	True	ported
NUCLEUSBEAML_ISTRAT	$079809	True	ported
NUCLEUSBEAM_ISTRAT	$07995b	True	ported
NUCLEUSBEAM_STRAT	$07998c	True	ported
NUCLEUSWALLROT_SROU_L	$089cff	True	math_helper
NUCLEUSLAUNCHERCLOSE_INIT	$089c7f	True	ported
NUCLAUNCH_CONT	$089c64	True	ported
NUCLEUSLAUNCHERFIRE_INIT	$089bdd	True	ported
NUCLEUSLAUNCHER_STRAT	$089b4a	True	ported
NUCLEUSPILLAR_STRAT	$089ced	True	ported
NUCLEUSLAUNCHERCLOSE_STRAT	$089c8c	True	ported
NUCLEUSLAUNCHER_ISTRAT	$089b0d	True	ported
NUCLEUSPILLAR_ISTRAT	$089cb9	True	ported
NUCLEUSLAUNCHER_INIT	$089b32	True	ported
NUCLEUSLAUNCHERFIRE_STRAT	$089bf2	True	ported
NUCLEUSWALLROT2_SROU_L	$089d2e	True	math_helper
DOOR_L	$00b8c3	True	ported
DOOROPENSOUND_L	$2491c6	True	ported
DYINGREDOFF_L	$02fa1b	True	other
DYINGRED_L	$02f9eb	True	other
DOORCLOSESOUND_L	$2491de	True	ported
ITEM7A_ISTRAT	$08ded2	True	ported
ITEM7A_STRAT	$08dee9	True	ported
ITEM0_STRAT	$08d798	True	ported
ITEM0_ISTRAT	$08d77d	True	ported
ITEM3_STRAT	$08d6ee	True	ported
DOOR1CLOSEWAIT_STRAT	$08aeca	True	ported
ITEM4_STRAT	$08e04f	True	ported
ITEM5_STRAT	$08d565	True	ported
ITEM6_STRAT	$08d5ff	True	ported
ITEM7_STRAT	$08ddfb	True	ported
ITEM3_ISTRAT	$08d6d7	True	ported
ITEM4_ISTRAT	$08e037	True	ported
ITEM5_ISTRAT	$08d54e	True	ported
DOOR1CLOSEWAIT_INIT	$08aeb6	True	ported
ITEM6_ISTRAT	$08d5e8	True	ported
ITEMTORANGE_SROU	$08e2e4	True	ported
ITEM7_ISTRAT	$08dde4	True	ported
DOOR1OPENWAIT_STRAT	$08ae2e	True	ported
DOOR1OPENWAIT_INIT	$08ae1a	True	ported
DOOR1_ISTRAT	$08ae07	True	ported
DOOR_L	$0f8000	True	ported
MDRAWSOLIDBOX	$01b063	True	render_dma
MDRAWUVLIST	$01bb0b	True	render_dma
MDRAWTSPHERE	$01b817	True	render_dma
MDRAWSPRITE32	$01cc06	True	render_dma
MDRAWUVLISTX	$01bb28	True	render_dma
MDRAWBOX	$01b07c	True	ported
MDRAWHUD	$01d77b	True	render_dma
MDRAWTPOLY	$01a3b6	True	render_dma
MDRAWHORZLINE	$01b09f	True	render_dma
MDRAWTSPHERESTART	$01b9fc	True	render_dma
MDRAWDUST	$01aa32	True	render_dma
MDRAWLOOP	$01acaa	True	render_dma
MDRAWPOLY	$01a66f	True	render_dma
MDRAWHUDLINE	$01d838	True	render_dma
MDRAWBOSSHP	$01affd	True	ported
MDRAWSPHERE	$01b817	True	render_dma
HMISSILE1_ISTRAT	$21926c	True	ported
HMISSILE2_ISTRAT	$21941d	True	ported
HMISSILE3_ISTRAT	$219592	True	ported
HMISSILE1_STRAT	$2192cd	True	ported
HMISSILE2_STRAT	$219482	True	ported
HMISSILE3_STRAT	$2195f3	True	ported
COUNT_SHAPES_L	$1fc97b	True	other
YHOMING_ISTRAT	$219ba8	True	ported
YHOMING_STRAT	$219bcc	True	ported
PELASER_STRAT	$21a1f7	True	ported
PELASER_ISTRAT	$21a18c	True	ported
PELASERCOLLIDE_ISTRAT	$218785	True	ported
PELASER2DIE_ISTRAT	$21a21f	True	ported
FIREFACE_B	$00b96b	True	structural
FIREFACE1_B	$00b987	True	structural
FIREBREATH	$00958c	True	ported
FIRE_IRONBALL4	$2098c4	True	ported
FIRE	$0095a8	True	ported
FIREBALL	$0095fc	True	ported
FIRE_BONFIRE	$2097a5	True	ported
FIREBALL_C	$038560	True	structural
FIREBALL_A1	$038710	True	structural
FIRE_C	$038558	True	structural
FRIENDS_MESSAGES_L	$03de03	True	ported
FIRE_A1	$03875c	True	structural
FIRE_WEAPON_L	$1fd15e	True	ported
FRIEND_INIT	$04d8bc	True	ported
FIRE_PLAYERBEAM	$21a84a	True	ported
FIRE_STBHMISSILE1	$21b326	True	ported
FIRE_REBELASER	$21a939	True	ported
FIRE_FRIENDELASER	$21a8c1	True	ported
FIRE_RELSLOWELASER	$21ae63	True	ported
FIRE_RELBEAMBALL	$21a9c0	True	ported
FIRE_PLASMA	$21a9c0	True	ported
FIRE_ISTRAT	$218df2	True	ported
FIRE_RELSLOWELASERHOME	$21aee3	True	ported
FIRE_HPLASMA	$21ad55	True	ported
FIRE_SPREAD	$21b4e9	True	ported
FIRE_NUKE	$21a784	True	ported
FIRE_YHPLASMA	$21add8	True	ported
FIRE_QHMISSILE1	$21b39b	True	ported
FIRE_KAMIHMISSILE1	$21b242	True	ported
FIRE_RELOVALBEAM	$21aac6	True	ported
FIRE_SHORTPLASMA	$21acd2	True	ported
FIRE_BEAMBALL	$21aa43	True	ported
FIRE_FAKEFARHMISSILE1	$21b05f	True	ported
FIRE_SLOWELASER	$21afe5	True	ported
FIRE_STRAT	$218e04	True	ported
FIRE_RELFASTELASER	$21af63	True	ported
FIRE_MISSILE1	$21b47f	True	ported
FIRE_MISSILE2	$21b40d	True	ported
FIRE_RINGLASER	$21ac4f	True	ported
FIRE_HMISSILE1	$21b0e0	True	ported
FIRE_CHICKHMISSILE1	$21b2b4	True	ported
FIRE_BOSSHMISSILE1	$21b1f8	True	ported
FIRE_HMISSILE2	$21b186	True	ported
FIRE_BOSSHMISSILE2	$21b21d	True	ported
FIRE_OVALBEAM	$21abcc	True	ported
FIRE_ELASER	$21a7e5	True	ported
FIRE_RELRINGLASER	$21ab49	True	ported
FRIENDSTART3GO_STRAT	$07808e	True	ported
FRIENDSTART3_ISTRAT	$078069	True	ported
